target,model,seed,test_block,event_cycle_count,detected_event_cycle_count,event_cycle_recall,normal_cycle_count,false_alarm_cycle_count,normal_cycle_false_alarm_rate,window_macro_f1,window_positive_precision,window_positive_recall,window_positive_f1,window_pr_auc
ProtectiveStop,lstm,42,3,3,1,0.3333333333333333,21,8,0.38095238095238093,0.6644826141600335,0.375,0.40540540540540543,0.38961038961038963,0.48023811038834574
ProtectiveStop,lstm,43,3,3,1,0.3333333333333333,21,5,0.23809523809523808,0.6887102667153818,0.45454545454545453,0.40540540540540543,0.42857142857142855,0.4868737778516769
ProtectiveStop,lstm,44,3,3,1,0.3333333333333333,21,5,0.23809523809523808,0.6778799655336135,0.4166666666666667,0.40540540540540543,0.410958904109589,0.5347259010622303
ProtectiveStop,lstm,42,4,3,3,1.0,14,4,0.2857142857142857,0.7179549114331722,0.4,0.8837209302325582,0.5507246376811594,0.7196888100793577
ProtectiveStop,lstm,43,4,3,3,1.0,14,2,0.14285714285714285,0.752128026488239,0.4444444444444444,0.9302325581395349,0.6015037593984962,0.8020934395734052
ProtectiveStop,lstm,44,4,3,3,1.0,14,3,0.21428571428571427,0.7596962025316456,0.4634146341463415,0.8837209302325582,0.608,0.7995906192414777
ProtectiveStop,lstm,42,5,5,5,1.0,20,6,0.3,0.8351172364417399,0.5862068965517241,0.9855072463768116,0.7351351351351352,0.8305091843923577
ProtectiveStop,lstm,43,5,5,5,1.0,20,8,0.4,0.7958037844810876,0.5149253731343284,1.0,0.6798029556650246,0.8246108851501261
ProtectiveStop,lstm,44,5,5,5,1.0,20,6,0.3,0.8324348991757223,0.5811965811965812,0.9855072463768116,0.7311827956989247,0.8223411281506599
ProtectiveStop,lstm,42,7,8,6,0.75,16,1,0.0625,0.8609655458931724,0.8166666666666667,0.7101449275362319,0.7596899224806202,0.8007606703699359
ProtectiveStop,lstm,43,7,8,6,0.75,16,1,0.0625,0.8663227016885553,0.819672131147541,0.7246376811594203,0.7692307692307693,0.7860475139552232
ProtectiveStop,lstm,44,7,8,7,0.875,16,1,0.0625,0.8728314414221461,0.782608695652174,0.782608695652174,0.782608695652174,0.848038593692994
ProtectiveStop,lstm,42,8,3,3,1.0,9,4,0.4444444444444444,0.8329545454545455,0.5483870967741935,1.0,0.7083333333333334,1.0
ProtectiveStop,lstm,43,8,3,3,1.0,9,4,0.4444444444444444,0.8612612612612612,0.6071428571428571,1.0,0.7555555555555555,0.9877162629757786
ProtectiveStop,lstm,44,8,3,3,1.0,9,4,0.4444444444444444,0.815609756097561,0.5151515151515151,1.0,0.68,0.9967320261437909
